mst,tour,Blocking,hDFS,NN,DFS,eta,pTour,param,Robust_pTour,Robust_pTour_theoretic
1140963,1868247,3302343,3270719,2412369,2470451,10442285,7407367,1.25,2915757,3055901
1140963,1868247,3302343,3270719,2412369,2470451,8831705,6383454,0.25,3779777,3165169
1140963,1868247,3302343,3270719,2412369,2470451,8831705,6383454,0.5,3212217,3019139
1140963,1868247,3302343,3270719,2412369,2470451,8831705,6383454,0.75,2784305,2995154
1140963,1868247,3302343,3270719,2412369,2470451,8831705,6383454,1.0,2865291,3036635
1140963,1868247,3302343,3270719,2412369,2470451,8831705,6383454,1.25,2945631,3053512
1140963,1868247,3302343,3270719,2412369,2470451,23300757,13525068,0.25,6547191,3999557
1140963,1868247,3302343,3270719,2412369,2470451,23300757,13525068,0.5,4531620,3399718
1140963,1868247,3302343,3270719,2412369,2470451,23300757,13525068,0.75,3386772,3275649
1140963,1868247,3302343,3270719,2412369,2470451,23300757,13525068,1.0,3173731,3197992
1140963,1868247,3302343,3270719,2412369,2470451,23300757,13525068,1.25,3044788,3172421
1140963,1868247,3302343,3270719,2412369,2470451,0,1862121,0.25,1895722,2351456
1140963,1868247,3302343,3270719,2412369,2470451,0,1862121,0.5,1952291,2489571
1140963,1868247,3302343,3270719,2412369,2470451,0,1862121,0.75,2142929,2637081
1140963,1868247,3302343,3270719,2412369,2470451,0,1862121,1.0,2469155,2746429
1140963,1868247,3302343,3270719,2412369,2470451,0,1862121,1.25,2592215,2791205
1140963,1868247,3302343,3270719,2412369,2470451,24137793,13089154,0.25,6266522,3869628
1140963,1868247,3302343,3270719,2412369,2470451,24137793,13089154,0.5,4565185,3470026
1140963,1868247,3302343,3270719,2412369,2470451,24137793,13089154,0.75,3513297,3269937
1140963,1868247,3302343,3270719,2412369,2470451,24137793,13089154,1.0,3288245,3242193
1140963,1868247,3302343,3270719,2412369,2470451,24137793,13089154,1.25,3087066,3157668
1140963,1868247,3302343,3270719,2412369,2470451,9203465,6939744,0.25,3883265,3134275
1140963,1868247,3302343,3270719,2412369,2470451,9203465,6939744,0.5,3224393,3007877
1140963,1868247,3302343,3270719,2412369,2470451,9203465,6939744,0.75,2894711,3019010
1140963,1868247,3302343,3270719,2412369,2470451,9203465,6939744,1.0,2952137,3048416
1140963,1868247,3302343,3270719,2412369,2470451,9203465,6939744,1.25,2895159,3088211
1140963,1868247,3302343,3270719,2412369,2470451,9627308,7237198,0.25,3980939,3235012
1140963,1868247,3302343,3270719,2412369,2470451,9627308,7237198,0.5,3164733,3106928
1140963,1868247,3302343,3270719,2412369,2470451,9627308,7237198,0.75,2932381,3062740
1140963,1868247,3302343,3270719,2412369,2470451,9627308,7237198,1.0,3037440,3067511
1140963,1868247,3302343,3270719,2412369,2470451,9627308,7237198,1.25,2943608,3043008
1140963,1868247,3302343,3270719,2412369,2470451,10302885,6699981,0.25,4396356,3282477
1140963,1868247,3302343,3270719,2412369,2470451,10302885,6699981,0.5,3403827,3089835
1140963,1868247,3302343,3270719,2412369,2470451,10302885,6699981,0.75,3020508,3063325
1140963,1868247,3302343,3270719,2412369,2470451,10302885,6699981,1.0,2924464,3061870
1140963,1868247,3302343,3270719,2412369,2470451,10302885,6699981,1.25,2966854,3037257
1140963,1868247,3302343,3270719,2412369,2470451,3391284,3667856,0.25,2907284,2798661
1140963,1868247,3302343,3270719,2412369,2470451,3391284,3667856,0.5,2592079,2824365
1140963,1868247,3302343,3270719,2412369,2470451,3391284,3667856,0.75,2577305,2869925
1140963,1868247,3302343,3270719,2412369,2470451,3391284,3667856,1.0,2803193,2961868
1140963,1868247,3302343,3270719,2412369,2470451,3391284,3667856,1.25,2867251,2996194
1140963,1868247,3302343,3270719,2412369,2470451,1479492,2613031,0.25,2249178,2621918
1140963,1868247,3302343,3270719,2412369,2470451,1479492,2613031,0.5,2241890,2649707
1140963,1868247,3302343,3270719,2412369,2470451,1479492,2613031,0.75,2295438,2769249
1140963,1868247,3302343,3270719,2412369,2470451,1479492,2613031,1.0,2634027,2851501
1140963,1868247,3302343,3270719,2412369,2470451,1479492,2613031,1.25,2704003,2903421
1140963,1868247,3302343,3270719,2412369,2470451,2260651,3217715,0.25,2618430,2745728
1140963,1868247,3302343,3270719,2412369,2470451,2260651,3217715,0.5,2471178,2738522
1140963,1868247,3302343,3270719,2412369,2470451,2260651,3217715,0.75,2503812,2841745
1140963,1868247,3302343,3270719,2412369,2470451,2260651,3217715,1.0,2744838,2911991
1140963,1868247,3302343,3270719,2412369,2470451,2260651,3217715,1.25,2762695,2923188
1140963,1868247,3302343,3270719,2412369,2470451,21593716,14130610,0.25,6633706,3892729
1140963,1868247,3302343,3270719,2412369,2470451,21593716,14130610,0.5,3986499,3386273
1140963,1868247,3302343,3270719,2412369,2470451,21593716,14130610,0.75,3195322,3218907
1140963,1868247,3302343,3270719,2412369,2470451,21593716,14130610,1.0,3110590,3206683
1140963,1868247,3302343,3270719,2412369,2470451,21593716,14130610,1.25,3062357,3163176
1140963,1868247,3302343,3270719,2412369,2470451,140046,1922032,0.25,1918067,2370160
1140963,1868247,3302343,3270719,2412369,2470451,140046,1922032,0.5,2009723,2498882
1140963,1868247,3302343,3270719,2412369,2470451,140046,1922032,0.75,2141922,2637726
1140963,1868247,3302343,3270719,2412369,2470451,140046,1922032,1.0,2248567,2746215
1140963,1868247,3302343,3270719,2412369,2470451,140046,1922032,1.25,2596268,2771912
1140963,1868247,3302343,3270719,2412369,2470451,28088667,19358493,0.25,6998513,4127581
1140963,1868247,3302343,3270719,2412369,2470451,28088667,19358493,0.5,4896754,3536370
1140963,1868247,3302343,3270719,2412369,2470451,28088667,19358493,0.75,3392539,3323789
1140963,1868247,3302343,3270719,2412369,2470451,28088667,19358493,1.0,3602910,3230689
1140963,1868247,3302343,3270719,2412369,2470451,28088667,19358493,1.25,3119532,3183601
1140963,1868247,3302343,3270719,2412369,2470451,9425235,6755712,0.25,3700103,3164066
1140963,1868247,3302343,3270719,2412369,2470451,9425235,6755712,0.5,3244739,3076030
1140963,1868247,3302343,3270719,2412369,2470451,9425235,6755712,0.75,2798381,2979938
1140963,1868247,3302343,3270719,2412369,2470451,9425235,6755712,1.0,2885147,3051359
1140963,1868247,3302343,3270719,2412369,2470451,9425235,6755712,1.25,2863719,3054860
1140963,1868247,3302343,3270719,2412369,2470451,18754721,11217414,0.25,5658145,3757716
1140963,1868247,3302343,3270719,2412369,2470451,18754721,11217414,0.5,4302848,3420327
1140963,1868247,3302343,3270719,2412369,2470451,18754721,11217414,0.75,3317575,3275048
1140963,1868247,3302343,3270719,2412369,2470451,18754721,11217414,1.0,3141113,3186241
1140963,1868247,3302343,3270719,2412369,2470451,18754721,11217414,1.25,3111531,3173571
1140963,1868247,3302343,3270719,2412369,2470451,24631901,14224162,0.25,6138770,3969321
1140963,1868247,3302343,3270719,2412369,2470451,24631901,14224162,0.5,4166257,3432261
1140963,1868247,3302343,3270719,2412369,2470451,24631901,14224162,0.75,3209473,3291314
1140963,1868247,3302343,3270719,2412369,2470451,24631901,14224162,1.0,3226454,3170403
1140963,1868247,3302343,3270719,2412369,2470451,24631901,14224162,1.25,3079221,3146258
1140963,1868247,3302343,3270719,2412369,2470451,18431547,11413813,0.25,5212323,3734667
1140963,1868247,3302343,3270719,2412369,2470451,18431547,11413813,0.5,4048612,3394166
1140963,1868247,3302343,3270719,2412369,2470451,18431547,11413813,0.75,3305292,3249325
1140963,1868247,3302343,3270719,2412369,2470451,18431547,11413813,1.0,3074602,3208897
1140963,1868247,3302343,3270719,2412369,2470451,18431547,11413813,1.25,3044024,3137371
1140963,1868247,3302343,3270719,2412369,2470451,11860344,8199392,0.25,4247681,3319421
1140963,1868247,3302343,3270719,2412369,2470451,11860344,8199392,0.5,3293163,3152975
1140963,1868247,3302343,3270719,2412369,2470451,11860344,8199392,0.75,2938719,3088357
1140963,1868247,3302343,3270719,2412369,2470451,11860344,8199392,1.0,2971537,3104843
1140963,1868247,3302343,3270719,2412369,2470451,11860344,8199392,1.25,2931473,3057799
1140963,1868247,3302343,3270719,2412369,2470451,2479255,3309138,0.25,2647690,2725452
1140963,1868247,3302343,3270719,2412369,2470451,2479255,3309138,0.5,2515408,2768367
1140963,1868247,3302343,3270719,2412369,2470451,2479255,3309138,0.75,2504770,2898709
1140963,1868247,3302343,3270719,2412369,2470451,2479255,3309138,1.0,2668179,2886436
1140963,1868247,3302343,3270719,2412369,2470451,2479255,3309138,1.25,2764773,2939846
1140963,1868247,3302343,3270719,2412369,2470451,1227300,2475358,0.25,2167735,2527419
1140963,1868247,3302343,3270719,2412369,2470451,1227300,2475358,0.5,2224026,2604576
1140963,1868247,3302343,3270719,2412369,2470451,1227300,2475358,0.75,2249974,2726813
1140963,1868247,3302343,3270719,2412369,2470451,1227300,2475358,1.0,2527679,2811539
1140963,1868247,3302343,3270719,2412369,2470451,1227300,2475358,1.25,2650087,2826823
1140963,1868247,3302343,3270719,2412369,2470451,10883062,7832305,0.25,4320272,3272053
1140963,1868247,3302343,3270719,2412369,2470451,10883062,7832305,0.5,3271017,3065544
1140963,1868247,3302343,3270719,2412369,2470451,10883062,7832305,0.75,2876737,3055352
1140963,1868247,3302343,3270719,2412369,2470451,10883062,7832305,1.0,3088031,3051662
1140963,1868247,3302343,3270719,2412369,2470451,10883062,7832305,1.25,3018618,3075495
1140963,1868247,3302343,3270719,2412369,2470451,27198330,15912311,0.25,7034190,4181595
1140963,1868247,3302343,3270719,2412369,2470451,27198330,15912311,0.5,4574045,3515169
1140963,1868247,3302343,3270719,2412369,2470451,27198330,15912311,0.75,3335085,3363723
1140963,1868247,3302343,3270719,2412369,2470451,27198330,15912311,1.0,2872918,3258116
1140963,1868247,3302343,3270719,2412369,2470451,27198330,15912311,1.25,3158425,3145926
1140963,1868247,3302343,3270719,2412369,2470451,2068608,2836206,0.25,2407503,2665162
1140963,1868247,3302343,3270719,2412369,2470451,2068608,2836206,0.5,2423660,2688111
1140963,1868247,3302343,3270719,2412369,2470451,2068608,2836206,0.75,2502316,2803890
1140963,1868247,3302343,3270719,2412369,2470451,2068608,2836206,1.0,2622282,2864747
1140963,1868247,3302343,3270719,2412369,2470451,2068608,2836206,1.25,2741968,2919573
1140963,1868247,3302343,3270719,2412369,2470451,16327171,9913280,0.25,5192170,3667916
1140963,1868247,3302343,3270719,2412369,2470451,16327171,9913280,0.5,3728334,3364983
1140963,1868247,3302343,3270719,2412369,2470451,16327171,9913280,0.75,3358705,3225652
1140963,1868247,3302343,3270719,2412369,2470451,16327171,9913280,1.0,3180380,3250282
1140963,1868247,3302343,3270719,2412369,2470451,16327171,9913280,1.25,3038096,3156608
